1;Nazwa;Nazwa_IZFiA;Nazwa.2;Oplaty_biezace;Forma_prawna;TFI;Zarzadzajacy1;Od_kiedy1;Zarzadzajacy2;Od_kiedy2;Zarzadzajacy3;Od_kiedy3;Zarzadzajacy4;Od_kiedy4;Zarzadzajacy5;Od_kiedy5;Data_utworzenia;Pierwsza_wplata;Nastepna_wplata;Wycena;Aktywa;Lokalizacja;Profil;Benchmark;OZZ;OZN;OZU;OZW;TER;
3368;Pekao Stabilnego Inwestowania;Pioneer Stabilnego Inwestowania;;3,16;FIO;Pekao;Micha³ Stawicki;01.06.2012;Rados³aw Cholewiñski;01.07.2013;Piotr Sa³ata;01.01.2016;£ukasz Tokarski;01.01.2018;;;22.06.2012;1000;100;codziennie;70.9;zagraniczne;mieszane polskie;30% WIGdiv + 52,2% FTSE Poland Government Bond Index + 17,5% WIBID;3.15;2.5;0;10;3.08;
3369;Pekao Stabilnego Wzrostu;Pioneer Stabilnego Wzrostu;;3,26;FIO;Pekao;Micha³ Stawicki;01.07.2011;Rados³aw Cholewiñski;01.07.2013;Piotr Sa³ata;01.01.2016;£ukasz Tokarski;01.01.2018;;;16.09.1996;1000;100;codziennie;321.3;zagraniczne;mieszane polskie;30% WIG + 52,5% FTSE Poland Government Bond Index + 17,5% WIBID;3.25;3.25;0;0;3.26;
3373;Pekao Strategii Globalnej;Pioneer Strategii Globalnej;;3,12;SFIO;Pekao Strategie Funduszowe;Karol Ciuk;01.06.2017;;;;;;;;;17.10.2008;1000;500;codziennie;170.5;zagraniczne;mieszane ;50% MSCI World Index in LC + 20% ICE BofA ML EMU Direct Government Index + 20% ICE BofA ML U.S. Corporate &  Government Master + 10% ICE BofA ML EMU Corporate Index;2.5;4;0;0;2.53;
3374;Pekao Strategii Globalnej - dynamiczny;Pioneer Strategii Globalnej - dynamiczny;;2,00;SFIO;Pekao Strategie Funduszowe;Karol Ciuk;01.06.2017;;;;;;;;;08.02.2017;1000;500;codziennie;17.5;zagraniczne;akcji ;90% MSCI ACWI LC NR + 10% WIBID O/N;2;4.5;0;0;2.02;
3375;Pekao Strategii Globalnej - konserwatywny;Pioneer Strategii Globalnej - konserwatywny;;2,08;SFIO;Pekao Strategie Funduszowe;Karol Ciuk;01.06.2017;;;;;;;;;16.09.2015;1000;500;codziennie;143.7;zagraniczne;mieszane ;30% MSCI World – NR Index + 35% ICE BofA ML EMU Direct Government Index + 15% ICE BofA ML EMU Corporate Index + 5% ICE BofA ML Euro High Yield Constrained Index + 15% ICE BofA ML U.S. Corporate &  Government Master Index;1.5;2.5;0;0;1.54;
3357;Pekao Surowców i Energii;Pioneer Surowców i Energii;;2,81;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;15.07.2008;1000;500;codziennie;28.8;zagraniczne;rynku surowców;65% Thomson Reuters Core Commodity CRB Index + 10% NYSE Arca Gold Miners Index + 20% MSCI World Energy Index + 5% WIBID;2.2;5;0;0;2.25;
3358;Pekao Wzrostu i Dochodu Rynku Amerykañskiego;Pioneer Wzrostu i Dochodu Rynku Amerykañskiego;;2,19;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;13.01.2015;1000;500;codziennie;21.5;zagraniczne;mieszane ;30% MSCI US TR Index + 65% FTSE US BIG Corporate Bond Index + 5% WIBID;3.5;2.5;0;0;1.57;
3359;Pekao Wzrostu i Dochodu Rynku Europejskiego;Pioneer Wzrostu i Dochodu Rynku Europejskiego;;3,17;SFIO;Pekao Funduszy Globalnych;Karol Ciuk;01.06.2017;;;;;;;;;20.11.2013;1000;500;codziennie;78.3;zagraniczne;mieszane ;30% MSCI Europe Index + 65% ICE BofA ML Euro HY Index + 5% WIBID;2.5;2.5;0;0;2.53;
3377;Pekao Zmiennej Alokacji;Pioneer Zmiennej Alokacji;;1,51;SFIO;Pekao Strategie Funduszowe;Micha³ Stawicki;01.07.2011;Rados³aw Cholewiñski;01.07.2013;Karol Ciuk;01.06.2017;£ukasz Tokarski;01.01.2018;;;22.04.2009;1000;500;codziennie;96.2;zagraniczne;mieszane polskie;fundusz nie posiada benchmarku;1.5;2;0;0;1.51;
3382;Pekao Zmiennej Alokacji Rynku Amerykañskiego;Pioneer Zmiennej Alokacji Rynku Amerykañskiego;;1,06;SFIO;Pekao Strategie Funduszowe;Micha³ Stawicki;01.01.2012;Rados³aw Cholewiñski;01.07.2013;Karol Ciuk;01.06.2017;£ukasz Tokarski;01.01.2018;;;13.01.2012;1000;500;codziennie;52.5;zagraniczne;mieszane ;fundusz nie posiada benchmarku;1;2.5;0;0;1.03;
3370;Pekao Zrównowa¿ony;Pioneer Zrównowa¿ony;;4,01;FIO;Pekao;Micha³ Stawicki;01.07.2011;Rados³aw Cholewiñski;01.07.2013;Piotr Sa³ata;01.01.2016;£ukasz Tokarski;01.01.2018;;;30.07.1992;1000;100;codziennie;852.5;zagraniczne;mieszane polskie;55% WIG + 33,8% FTSE Poland Government Bond Index + 11,2% WIBID;4;4.5;0;0;3.85;
3391;Pekao Zrównowa¿ony Rynku Amerykañskiego;Pioneer Zrównowa¿ony Rynku Amerykañskiego;;3,10;FIO;Pekao Walutowy;Karol Ciuk;01.06.2017;;;;;;;;;25.07.2005;1000;500;codziennie;197.6;zagraniczne;mieszane ;25% FTSE USD 6-Month Eurodeposit + 5% FTSE US High Yield Market Capped Index + 15% FTSE US Broad Investment Grade Bond Index + 40% MSCI USA Total Return + 15% MSCI US Mid Cap Value;2.5;4.5;0;0;2.52;
3393;PKO Akcji Dywidendowych Globalny;Subfundusz Akcji Dywidendowych Globalny;;3,06;FIO;PKO;S³awomir Sklinda;01.05.2015;Karol Chrystowski;01.05.2015;Remigiusz Nawrat;01.05.2015;Rafa³ Matulewicz;01.05.2015;Lech Mularzuk;01.05.2015;19.05.2015;100;100;codziennie;74;zagraniczne;akcji ;90% MSCI World High Dividend Yield (USD) + 10% WIBID O/N;4;4.49;0;0;3.04;
3394;PKO Akcji Ma³ych i Œrednich Spó³ek;PKO Akcji Ma³ych i Œr. Spó³ek - fio;;4,04;FIO;PKO;Remigiusz Nawrat;01.01.2010;Rafa³ Matulewicz;01.01.2010;S³awomir Sklinda;01.01.2010;Karol Chrystowski;01.02.2015;Lech Mularzuk;01.05.2015;31.05.2006;100;100;codziennie;227.1;polskie;akcji ;20% WIG20 + 30% mWIG40 + 10% sWIG80 + 30% MSCI World SMID Cap (USD) + 10% WIBID O/N;4;4.49;0;0;4.01;
3395;PKO Akcji Nowa Europa;PKO Akcji Nowa Europa - fio;;4,11;FIO;PKO;Rafa³ Matulewicz;01.01.2010;S³awomir Sklinda;01.01.2010;Remigiusz Nawrat;01.01.2010;Karol Chrystowski;01.02.2015;Lech Mularzuk;01.05.2015;27.09.2005;100;100;codziennie;113.1;zagraniczne;akcji ;20% WIG20 + 25% ISE 30 (PLN) + 5% BUX (PLN) + 5% MSCI Czech Republic (PLN) + 35% MSCI Russia (PLN) + 10% WIBID O/N;4;4.49;0;0;3.59;
3396;PKO Akcji Plus;PKO Akcji Plus;;4,02;FIO;PKO;Rafa³ Matulewicz;01.01.2010;S³awomir Sklinda;01.01.2010;Remigiusz Nawrat;01.01.2010;Karol Chrystowski;01.02.2015;Lech Mularzuk;01.05.2015;30.05.2007;100;100;codziennie;920.5;polskie;akcji ;70% WIG + 20% MSCI World (USD) + 10% WIBID O/N;4;4.49;0;0;3.43;
3402;PKO Akcji Rynków Wschodz¹cych;Parasol Akcji Rynków Wschodz¹cych;;4,23;FIO;PKO;Rafa³ Matulewicz;01.05.2015;Karol Chrystowski;01.05.2015;Remigiusz Nawrat;01.05.2015;Artur Trela;01.05.2015;Lech Mularzuk;01.05.2015;19.05.2015;100;100;codziennie;149.5;zagraniczne;akcji ;90% MSCI Emerging Markets + 10% WIBID O/N;4;4.49;0;0;3.02;
3397;PKO Akcji Rynku Amerykañskiego;Parasol Akcji Rynku Amerykañskiego;;4,03;FIO;PKO;£ukasz Witkowski;01.05.2015;Karol Chrystowski;01.05.2015;Rafa³ Matulewicz;01.05.2015;Rados³aw Pela;01.05.2015;S³awomir Sklinda;01.05.2015;19.05.2015;100;100;codziennie;197.1;zagraniczne;akcji ;90% S&P 500 + 10% WIBID O/N;4;4.49;0;0;3.37;
3398;PKO Akcji Rynku Azji i Pacyfiku;Parasol Akcji Rynku Azji i Pacyfiku;;4,32;FIO;PKO;Artur Trela;01.05.2015;Rados³aw Pela;01.05.2015;Lech Mularzuk;01.05.2015;Rafa³ Walczak;01.05.2015;Karol Chrystowski;01.05.2015;19.05.2015;100;100;codziennie;41.6;zagraniczne;akcji ;90% MSCI Asia and Pacific ex-Japan + 10% WIBID O/N;4;4.49;0;0;3.3;
3399;PKO Akcji Rynku Europejskiego;Akcji Rynku Europejskiego;;3,09;FIO;PKO;Artur Trela;01.05.2015;Rados³aw Pela;01.05.2015;Karol Chrystowski;01.05.2015;Rafa³ Matulewicz;01.05.2015;Lech Mularzuk;01.05.2015;19.05.2015;100;100;codziennie;43.2;zagraniczne;akcji ;90% Euro Stoxx 50 (EUR) + 10% WIBID O/N;4;4.49;0;0;2.24;
3400;PKO Akcji Rynku Japoñskiego;Parasol Akcji Rynku Japoñskiego;;4,19;FIO;PKO;S³awomir Sklinda;01.05.2015;Artur Trela;01.05.2015;Rados³aw Pela;01.05.2015;Remigiusz Nawrat;01.05.2015;Karol Chrystowski;01.05.2015;19.05.2015;100;100;codziennie;67;zagraniczne;akcji ;90% TOPIX + 10% WIBID O/N;4;4.49;0;0;3.29;
3401;PKO Akcji Rynku Z³ota;Parasol Akcji Rynku Z³ota;;2,15;FIO;PKO;Karol Chrystowski;01.05.2015;Remigiusz Nawrat;01.05.2015;S³awomir Sklinda;01.05.2015;Rafa³ Walczak;01.05.2015;Lech Mularzuk;01.05.2015;19.05.2015;100;100;codziennie;170.2;zagraniczne;rynku surowców;90% NYSE Arca Gold Miners (USD) + 10% WIBID O/N;2.1;4.49;0;0;2.14;
7429;PKO Bursztynowy;;;1,58;SFIO;PKO;Karol Chrystowski;01.12.2017;Robert Florczykowski;01.12.2017;Jacek Lichocki;01.12.2017;Rafa³ Matulewicz;01.12.2017;Lech Mularzuk;01.12.2017;21.12.2017;100;100;codziennie;810.6;zagraniczne;d³u¿ne ;fundusz nie posiada benchmarku;1.5;2.5;0;20;;
7428;PKO Diamentowy;;;3,13;SFIO;PKO;Karol Chrystowski;01.12.2017;Robert Florczykowski;01.12.2017;Jacek Lichocki;01.12.2017;Rafa³ Matulewicz;01.12.2017;Lech Mularzuk;01.12.2017;21.12.2017;100;100;codziennie;26.7;zagraniczne;akcji ;fundusz nie posiada benchmarku;3;4.5;0;20;;
3403;PKO Dóbr Luksusowych Globalny;PKO Dóbr Luksusowych Gloablny;;4,06;FIO;PKO;S³awomir Sklinda;01.04.2010;Rafa³ Matulewicz;01.04.2010;Remigiusz Nawrat;01.04.2010;Karol Chrystowski;01.02.2015;Lech Mularzuk;01.05.2015;08.04.2010;100;100;codziennie;361.2;zagraniczne;akcji ;90% S&P Global Luxury (USD) + 10% WIBID O/N;4;4.49;0;0;4.09;
3404;PKO Infrastruktury i Budownictwa Globalny;PKO Infrastruktury i Budownictwa;;4,17;FIO;PKO;S³awomir Sklinda;01.01.2011;Rafa³ Matulewicz;01.01.2011;Remigiusz Nawrat;01.01.2011;Karol Chrystowski;01.02.2015;Lech Mularzuk;01.05.2015;08.04.2010;100;100;codziennie;31.5;zagraniczne;akcji ;35% STOXX Europe 600 Construction & Materials (EUR) + 55% STOXX Europe 600 Industrial Goods & Services (EUR) + 10% WIBID O/N;4;4.49;0;0;4.22;
3405;PKO Medycyny i Demografii Globalny;PKO Medycyny i Demografii Globalny;;4,06;FIO;PKO;Rafa³ Walczak;01.10.2016;Karol Chrystowski;01.10.2016;Robert Florczykowski;01.10.2016;Lech Mularzuk;01.10.2016;Remigiusz Nawrat;01.10.2016;17.10.2016;100;100;codziennie;341.3;zagraniczne;akcji ;30% MSCI World Healthcare (USD) + 60% MSCI World (USD) + 10% WIBID O/N;4;4.49;0;0;4.18;
3406;PKO Obligacji D³ugoterminowych;PKO Obligacji D³ugoterminowych - fio;;1,51;FIO;PKO;Remigiusz Nawrat;01.01.2010;£ukasz Witkowski;01.01.2010;Artur Trela;01.04.2012;Rafa³ Walczak;01.10.2014;Jaros³aw Stefanoff;01.04.2016;14.12.2005;100;100;codziennie;739.1;polskie;d³u¿ne ;100% Merrill Lynch Polish Governments;1.8;1.49;0;0;1.04;
3407;PKO Papierów D³u¿nych Plus;PKO Papierów D³u¿nych Plus;;1,51;FIO;PKO;Remigiusz Nawrat;01.01.2010;£ukasz Witkowski;01.01.2010;Artur Trela;01.04.2012;Rafa³ Walczak;01.10.2014;Jaros³aw Stefanoff;01.04.2016;30.05.2007;100;100;codziennie;1948;polskie;d³u¿ne ;100% Merrill Lynch G0PL Polish Governments;1.8;1.49;0;0;1.3;
3408;PKO Papierów D³u¿nych USD;Parasol Papierów D³u¿nych USD;;1,52;FIO;PKO;Remigiusz Nawrat;01.05.2015;Artur Trela;01.05.2015;Rafa³ Walczak;01.05.2015;£ukasz Witkowski;01.05.2015;Jaros³aw Stefanoff;01.04.2016;19.05.2015;100;100;codziennie;44.6;zagraniczne;d³u¿ne ;100% (1 + 6M LIBID USD)*(1 + zmiana kursu USD/PLN wg NBP)-1;1.8;1.49;0;0;1.51;
3417;PKO P³ynnoœciowy SFIO;PKO P³ynnoœciowy - sfio;;0,81;SFIO;PKO;Artur Trela;01.12.2012;Rafa³ Walczak;01.10.2014;Jaros³aw Stefanoff;01.04.2016;Tomasz Œciesiek;01.03.2017;Robert Wasiak;01.03.2017;20.12.2012;200000;100;codziennie;917.9;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M;0.8;0;0;0;0.81;
7427;PKO Rubinowy;;PKO Rynku Pieniê¿nego - fio;2,35;SFIO;PKO;Karol Chrystowski;01.12.2017;Robert Florczykowski;01.12.2017;Jacek Lichocki;01.12.2017;Rafa³ Matulewicz;01.12.2017;Lech Mularzuk;01.12.2017;21.12.2017;100;100;codziennie;119.9;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.25;3.9;0;20;;
3410;PKO Skarbowy;PKO Skarbowy - fio;;0,91;FIO;PKO;Remigiusz Nawrat;01.01.2010;£ukasz Witkowski;01.01.2010;Artur Trela;01.04.2012;Rafa³ Walczak;01.10.2014;Jaros³aw Stefanoff;01.04.2016;26.02.2001;100;100;codziennie;12693;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M;1;0.45;0;0;0.89;
3411;PKO Stabilnego Wzrostu;PKO Stabilnego Wzrostu - fio;;2,51;FIO;PKO;£ukasz Witkowski;01.01.2010;Remigiusz Nawrat;01.01.2010;Rafa³ Matulewicz;01.01.2010;S³awomir Sklinda;01.01.2010;Artur Trela;01.04.2012;27.01.1998;100;100;codziennie;1644.2;zagraniczne;mieszane polskie;20% WIG + 10% MSCI World (USD) + 70% Merrill Lynch G0PL Polish Governments;2.5;3.25;0;0;2.47;
3412;PKO Strategicznej Alokacji;PKO Strategicznej Alokacji - sfio;;4,05;FIO;PKO;Rafa³ Matulewicz;01.01.2010;S³awomir Sklinda;01.01.2010;Remigiusz Nawrat;01.01.2010;£ukasz Witkowski;01.01.2010;Artur Trela;01.04.2012;02.04.2007;100;100;codziennie;94.5;zagraniczne;mieszane polskie;35% WIG + 15% MSCI World (USD) + 50% Merrill Lynch G0PL Polish Governments;4;4.49;0;0;4.06;
3413;PKO Surowców Globalny;PKO Surowców Globalny;;3,81;FIO;PKO;S³awomir Sklinda;01.01.2011;Remigiusz Nawrat;01.01.2011;Rafa³ Matulewicz;01.01.2011;Rados³aw Pela;01.03.2014;Karol Chrystowski;01.02.2015;08.04.2010;100;100;codziennie;153.4;zagraniczne;rynku surowców;90% MSCI World Commodity Producers (USD) + 10% WIBID O/N;4;4.49;0;0;3.88;
7426;PKO Szafirowy;;;2,09;SFIO;PKO;Karol Chrystowski;01.12.2017;Robert Florczykowski;01.12.2017;Jacek Lichocki;01.12.2017;Rafa³ Matulewicz;01.12.2017;Lech Mularzuk;01.12.2017;21.12.2017;100;100;codziennie;302.3;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2;2.5;0;20;;
7425;PKO Szmaragdowy;;;2,61;SFIO;PKO;Karol Chrystowski;01.12.2017;Robert Florczykowski;01.12.2017;Jacek Lichocki;01.12.2017;Rafa³ Matulewicz;01.12.2017;Lech Mularzuk;01.12.2017;21.12.2017;100;100;codziennie;58.5;zagraniczne;mieszane ;fundusz nie posiada benchmarku;2.5;4.5;0;20;;
3414;PKO Technologii i Innowacji Globalny;PKO Technologii i Innowacji Globalny;;4,03;FIO;PKO;Rafa³ Matulewicz;01.01.2011;Remigiusz Nawrat;01.01.2011;S³awomir Sklinda;01.01.2011;Karol Chrystowski;01.02.2015;Lech Mularzuk;01.05.2015;08.04.2010;100;100;codziennie;2323.6;zagraniczne;akcji ;90% MSCI World (USD) + 10% WIBID O/N;4;4.49;0;0;4.03;
3418;PKO Zabezpieczenia Emerytalnego 2020 E;PKO Zabezpieczenia Emerytalnego 2020;;1,21;SFIO;PKO;S³awomir Sklinda;01.06.2012;Rafa³ Matulewicz;01.06.2012;Remigiusz Nawrat;01.06.2012;Artur Trela;01.06.2012;£ukasz Witkowski;01.06.2012;20.06.2012;100;100;codziennie;661.8;zagraniczne;mieszane ;100% Merrill Lynch G0PL Polish Governments;0.8;1;0;0;0.83;
3419;PKO Zabezpieczenia Emerytalnego 2030 E;PKO Zabezpieczenia Emerytalnego 2030;;1,92;SFIO;PKO;S³awomir Sklinda;01.06.2012;Rafa³ Matulewicz;01.06.2012;Remigiusz Nawrat;01.06.2012;Artur Trela;01.06.2012;£ukasz Witkowski;01.06.2012;20.06.2012;100;100;codziennie;176.6;zagraniczne;mieszane ;22,5% WIG + 22,5% MSCI World (USD) + 55% Merrill Lynch G0PL Polish Governments;1;1;0;0;0.97;
3420;PKO Zabezpieczenia Emerytalnego 2040 E;PKO Zabezpieczenia Emerytalnego 2040;;2,62;SFIO;PKO;S³awomir Sklinda;01.06.2012;Rafa³ Matulewicz;01.06.2012;Remigiusz Nawrat;01.06.2012;Artur Trela;01.06.2012;£ukasz Witkowski;01.06.2012;20.06.2012;100;100;codziennie;109.8;zagraniczne;mieszane ;35% WIG + 35% MSCI World (USD) + 30% Merrill Lynch G0PL Polish Governments;1.2;1;0;0;1.29;
3421;PKO Zabezpieczenia Emerytalnego 2050 E;PKO Zabezpieczenia Emerytalnego 2050;;3,32;SFIO;PKO;S³awomir Sklinda;01.06.2012;Rafa³ Matulewicz;01.06.2012;Remigiusz Nawrat;01.06.2012;Artur Trela;01.06.2012;£ukasz Witkowski;01.06.2012;20.06.2012;100;100;codziennie;42.1;zagraniczne;mieszane ;45% WIG + 45% MSCI World (USD) + 10% Merrill Lynch G0PL Polish Governments;1.4;1;0;0;1.55;
3422;PKO Zabezpieczenia Emerytalnego 2060 E;PKO Zabezpieczenia Emerytalnego 2060;;4,02;SFIO;PKO;S³awomir Sklinda;01.06.2012;Rafa³ Matulewicz;01.06.2012;Remigiusz Nawrat;01.06.2012;Artur Trela;01.06.2012;£ukasz Witkowski;01.06.2012;20.06.2012;100;100;codziennie;17.7;zagraniczne;mieszane ;45% WIG + 45% MSCI World (USD) + 10% Merrill Lynch G0PL Polish Governments;1.5;1;0;0;1.68;
3415;PKO Zrównowa¿ony;PKO Zrównowa¿ony - fio;;4,02;FIO;PKO;S³awomir Sklinda;01.01.2010;Remigiusz Nawrat;01.01.2010;Rafa³ Matulewicz;01.01.2010;£ukasz Witkowski;01.01.2010;Artur Trela;01.04.2012;09.07.1997;100;100;codziennie;885.2;zagraniczne;mieszane polskie;35% WIG + 15% MSCI World (USD) +50% Merrill Lynch G0PL Polish Governments;4;4.49;0;0;3.97;
2990;Pocztowy Gotówkowy;Pocztowy SFIO Subfundusz Gotówkowy;;1,44;SFIO;Pocztowy;Mariusz Zaród;01.09.2016;Bogus³aw Stefaniak;01.09.2016;;;;;;;29.09.2016;200;100;codziennie;227.6;polskie;gotówkowe i pieniê¿ne ;100% WIBID 6M;1.1;0;0;0;1.43;
2889;Pocztowy Obligacji;Pocztowy SFIO Subfundusz Obligacji;;2,65;SFIO;Pocztowy;Mariusz Zaród;01.07.2016;Bogus³aw Stefaniak;01.11.2016;;;;;;;01.07.2016;200;100;codziennie;22.3;polskie;d³u¿ne ;100% pó³torakrotnoœæ wskaŸnika WIBID 6M;1.75;0.9;0;0;3;
2891;Pocztowy Stabilny;Pocztowy SFIO Subfundusz Stabilny;;2,17;SFIO;Pocztowy;£ukasz Jakubowski;01.07.2016;Bogus³aw Stefaniak;01.07.2016;;;;;;;01.07.2016;200;100;codziennie;11.7;zagraniczne;mieszane polskie;100% WIBID 3M + 1%;1.5;3;0;0;2.61;
3423;PZU Akcji KRAKOWIAK;PZU Akcji KRAKOWIAK;;4,03;FIO;PZU;Marek Œwiêtoñ;01.10.2016;Marcin Wlaz³o;01.01.2018;Tomasz Stankiewicz;01.01.2018;;;;;25.10.1999;100;100;codziennie;660.8;polskie;akcji ;90% WIG + 10% WIBID 1M;4;3;0;0;1.65;
3424;PZU Akcji Ma³ych i Œrednich Spó³ek;PZU Akcji Ma³ych i Œrednich Spó³ek;;4,06;FIO;PZU;Jakub Chruœciel;01.02.2016;Justyna Trojan;01.05.2016;S³awomir Koœciak;01.01.2018;Tomasz Stankiewicz;01.01.2018;Marcin Wlaz³o;01.01.2018;29.09.2006;100;100;codziennie;63.2;polskie;akcji ;70% mWIG40 + 20% sWIG80 + 10% WIBID 3M;4;3;0;0;3.97;
3432;PZU Akcji Rynków Rozwiniêtych;PZU Akcji Rynków Rozwiniêtych;PZU Akcji NOWA EUROPA;4,12;SFIO;PZU;Tomasz Stankiewicz;01.01.2018;Marcin Wlaz³o;01.01.2018;S³awomir Koœciak;01.02.2018;;;;;20.11.2006;1000;1000;codziennie;20.1;zagraniczne;akcji ;90% MSCI World Index + 10% WIBID 1M;3;3;0;0;3.46;
3433;PZU Akcji Rynków Wschodz¹cych;PZU Akcji Rynków Wschodz¹cych;;4,54;SFIO;PZU;Marcin Wlaz³o;01.01.2018;Tomasz Stankiewicz;01.01.2018;S³awomir Koœciak;01.05.2018;;;;;20.11.2006;1000;1000;codziennie;18.2;zagraniczne;akcji ;90% MSCI Emerging Markets + 10% WIBID 1M;3;3;0;0;3.84;
3434;PZU Akcji Spó³ek Dywidendowych;PZU Akcji Spó³ek Dywidendowych;;3,13;SFIO;PZU;Justyna Trojan;01.04.2017;Jakub Chruœciel;01.04.2017;Tomasz Stankiewicz;01.01.2018;S³awomir Koœciak;01.01.2018;Marcin Wlaz³o;01.01.2018;20.11.2006;1000;1000;codziennie;72;polskie;akcji ;90% WIG + 10% WIBID 3M;3;3;0;0;3.09;
3425;PZU Aktywny Akcji Globalnych;;;5,23;FIO;PZU;Tomasz Stankiewicz;01.05.2018;Marcin Wlaz³o;01.05.2018;S³awomir Koœciak;01.05.2018;;;;;28.11.2005;100;100;codziennie;23.1;zagraniczne;absolutnej stopy zwrotu;8% w skali roku;4;Op³ata manipulacyjn;Prowizja pobierana przez dystrybutora przy zakupie jednostek b¹dŸ certyfikatów funduszu inwestycyjnego. b¹dŸ w momencie ich sprzeda¿;0;;
3426;PZU D³u¿ny Aktywny;PZU D³u¿ny Aktywny;;3,38;FIO;PZU;Konrad Augustyñski;01.10.2016;Pawe³ Kowalski;01.10.2016;Marcin Wlaz³o;01.01.2018;Pawe³ Go³êbiewski;01.02.2018;Rados³aw Sioch;01.02.2018;26.10.2016;100;100;codziennie;12.8;polskie;d³u¿ne ;100% Treasury BondSpot Poland;1;1.5;0;20;3.12;
3435;PZU D³u¿ny Rynków Wschodz¹cych;PZU D³u¿ny Rynków Wschodz¹cych;;3,15;SFIO;PZU;Konrad Augustyñski;01.07.2011;Marcin Wlaz³o;01.07.2015;Jaros³aw Leœniczak;01.01.2018;Jaros³aw Karpiñski;01.04.2018;;;20.11.2006;1000;1000;codziennie;13.7;zagraniczne;d³u¿ne ;100% WIBID 6M;1.5;1.5;0;20;1.94;
3427;PZU Energia Medycyna Ekologia;PZU Energia Medycyna Ekologia;;3,01;FIO;PZU;S³awomir Koœciak;01.09.2014;Marcin Wlaz³o;01.01.2018;Tomasz Stankiewicz;01.01.2018;Zbigniew Rybak;01.04.2018;;;20.12.2007;100;100;codziennie;169.8;zagraniczne;akcji ;90% MSCI World Health Care + 10% WIBID 1M;2.5;3;0;20;2.56;
3428;PZU FIO Ochrony Maj¹tku;PZU FIO Ochrony Maj¹tku;;1,15;FIO;PZU;Konrad Augustyñski;01.03.2011;Pawe³ Kowalski;01.05.2011;Marcin Wlaz³o;01.01.2018;Rados³aw Sioch;01.01.2018;Pawe³ Go³êbiewski;01.02.2018;21.09.2006;100;100;codziennie;27.5;polskie;d³u¿ne ;100% WIBID 1M;1;0;0;0;1.14;
3429;PZU Globalny Obligacji Korporacyjnych;PZU Globalny Obligacji Korporacyjnych;;2,44;FIO;PZU;Jakub Taborowicz;01.05.2016;Rados³aw Sioch;01.12.2017;Marcin Wlaz³o;01.01.2018;Pawe³ Go³êbiewski;01.02.2018;Jaros³aw Karpiñski;01.04.2018;22.04.2016;100;100;codziennie;10.5;zagraniczne;d³u¿ne ;100% WIBID 1M + 50 punktów bazowych;1;1.5;0;0;2.1;
3430;PZU Gotówkowy;PZU Gotówkowy;;1,00;FIO;PZU;Konrad Augustyñski;01.12.2010;Pawe³ Kowalski;01.05.2011;Marcin Wlaz³o;01.02.2018;Pawe³ Go³êbiewski;01.02.2018;Jaros³aw Karpiñski;01.04.2018;05.07.2005;100;100;codziennie;1101;polskie;gotówkowe i pieniê¿ne ;100% WIBID 1M;0.8;0;0;0;0.65;
3431;PZU Papierów D³u¿nych POLONEZ;PZU Papierów D³u¿nych POLONEZ;;1,52;FIO;PZU;Konrad Augustyñski;01.12.2010;Pawe³ Kowalski;01.05.2011;Marcin Wlaz³o;01.01.2018;Pawe³ Go³êbiewski;01.02.2018;Jaros³aw Karpiñski;01.04.2018;25.10.1999;100;100;codziennie;1274.3;polskie;d³u¿ne ;100% Treasury BondSpot Poland;1.5;1.5;0;0;0.93;
3437;PZU Sejf+;PZU SEJF+;;1,79;FIO;PZU;Konrad Augustyñski;01.12.2010;Pawe³ Kowalski;01.05.2011;Rados³aw Sioch;01.01.2018;Marcin Wlaz³o;01.01.2018;Pawe³ Go³êbiewski;01.02.2018;11.08.2008;100;100;codziennie;67.8;polskie;gotówkowe i pieniê¿ne ;100% WIBID 1M;0.6;0.9;0;0;;
3438;PZU Stabilnego Wzrostu Mazurek;PZU Stabilnego Wzrostu MAZUREK;;2,54;FIO;PZU;Konrad Augustyñski;01.12.2010;Pawe³ Kowalski;01.05.2011;Marek Œwiêtoñ;01.04.2017;Tomasz Stankiewicz;01.12.2017;Marcin Wlaz³o;01.01.2018;25.10.1999;100;100;codziennie;2887.4;zagraniczne;mieszane polskie;30% WIG + 70% Treasury BondSpot Poland;2.5;3;0;0;1.1;
3439;PZU Telekomunikacja Media Technologia;PZU Telekomunikacja Media Technologia;;5,20;FIO;PZU;Marcin Wlaz³o;01.02.2018;Tomasz Stankiewicz;01.02.2018;S³awomir Koœciak;01.02.2018;Piotr Zielonka;01.04.2018;;;18.08.2016;100;100;codziennie;7.8;zagraniczne;akcji ;8% w skali roku;3;3;0;20;4.65;
