Lp;Nazwa_funduszu;Forma_prawna;Rok_uruchomienia;Jak_czesto_wycena_SFIO;Udzial_akcji;Oplata_za_zarzadzanie;TER;Oplaty_biezace;Typ;Pierwsza_wplata;Nastepna_wplata;Benchmark;Benchmark_2;Benchmark_3;Benchmark_4;Benchmark_5;Benchmark_6;Benchmark_7;Benchmark_8;Aktywa;Oplata_za_nabycie;Oplata_za_umorzenie;Oplata_za_wynik;Oplata_za_wynik_2;Polityka_inwestycyjna_(min._akcji);Inne;Inne_2;Inne_3;Nazwa_IZFiA;TFI
461;Skarbiec III Filar (Skarbiec FIO);FIO;1999;;44.17;3;4.07;3.05;mieszane;100;50;70% Citigroup Poland Government Bond Index;30% WIG20;#NAZWA?;;;;;;163.2;3;0;25%;ponad benchmark;10%;ozn spada do 0.2% przy 700 000;;;Subfundusz SKARBIEC-III FILAR;Skarbiec
462;Skarbiec Kasa Pieniê¿ny (Skarbiec FIO);FIO;1999;;;0.9;0.9;0.91;pieniê¿ne;100;50;100% WIBID 6M;#NAZWA?;;;;;;;272;0;0;25%;ponad benchmark;;;;;Subfundusz Pieniê¿ny SKARBIEC-KASA;Skarbiec
463;Skarbiec Lokacyjny (Skarbiec FIO);FIO;2011;;;1.55;1.92;1.59;d³u¿ne;1000;100;90% Citigroup Poland Government Bond Index;10% WIBID 3M;#NAZWA?;;;;;;285.7;3;0;25%;ponad benchmark;;ozn spada do 0.25% przy 700 000;min. 60% w fundusze zagraniczne;;Subfundusz Skarbiec Lokacyjny;Skarbiec
165;Skarbiec Ma³ych i Œrednich Spó³ek (Skarbiec FIO);FIO;2007;;90.17;4;4.09;4.04;akcji;100;50;90% mWIG40;10% WIBID 3M;#NAZWA?;;;;;;153.9;6;0;25%;ponad benchmark;66%;ozn spada do 1.75% przy 700 000;;;SUBFUNDUSZ SKARBIEC-MA£YCH I ŒREDNICH SPÓ£EK;Skarbiec
464;Skarbiec Market Neutral (Skarbiec FIO);FIO;2012;;72.71;3;4.3;4.2;absolutnej stopy zwrotu;1000;100;0.1;;;;;;;;15;6;0;25%;ponad benchmark;50%;ozn spada do 1.75% przy 700 000;;;Subfundusz SKARBIEC-MARKET NEUTRAL;Skarbiec
465;Skarbiec Market Opportunities (Skarbiec FIO);FIO;2007;;58.64;3;3.13;2.8;absolutnej stopy zwrotu;500;50;0.1;;;;;;;;45.7;3;0;25%;ponad benchmark;;ozn spada do 0.25% przy 700 000;;;Subfundusz Skarbiec - Market Opportunities;Skarbiec
466;Skarbiec Obligacja Instrumentów D³u¿nych (Skarbiec FIO);FIO;1999;;;1.55;1.94;1.57;d³u¿ne;100;50;90% Citigroup Poland Government Bond Index;10% WIBID 3M;#NAZWA?;;;;;;173.6;1;0;25%;ponad benchmark;;ozn spada do 0.2% przy 700 000;;;Subfundusz Instrumentów D³u¿nych SKARBIEC-OBLIGACJA;Skarbiec
467;Skarbiec Obligacji Globalnych (Skarbiec FIO);FIO;2015;;;1;0.25;2.5;d³u¿ne;100;50;100% WIBID 3M;2%;#NAZWA?;;;;;;234.3;1;0;25%;ponad WIBID 3M + 2%;;ozn spada do 0.2% przy 700 000;;;Subfundusz Skarbiec - Obligacji Globalnych;Skarbiec
166;Skarbiec Rynków Rozwiniêtych (Skarbiec FIO);FIO;2001;;0;2.5;3.71;3;akcji;100;50;90% MSCI World;10% WIBID 3M;#NAZWA?;;;;;;17.9;6;0;25%;ponad benchmark;50%;ozn spada do 1.75% przy 700 000;min. 66% w inne fundusze;;subfundusz SKARBIEC - RYNKÓW ROZWINIÊTYCH;Skarbiec
468;Skarbiec Rynków Surowcowych (Skarbiec FIO);FIO;2008;;0;4;4.19;4.31;inne;500;100;100% Reuters/Jefferies CRB Index;#NAZWA?;;;;;;;57.6;6;0;25%;ponad benchmark;66%;ozn spada do 1.75% przy 700 000;;;Subfundusz Skarbiec - Rynków Surowcowych;Skarbiec
167;Skarbiec Rynków Wschodz¹cych (Skarbiec FIO);FIO;1998;;0;4;4.54;4.45;akcji;100;50;90% MSCI Emerging Markets;10% WIBID 3M;#NAZWA?;;;;;;11.1;6;0;25%;ponad benchmark;66%;ozn spada do 1.75% przy 700 000;;;Subfundusz SKARBIEC – RYNKÓW WSCHODZ¥CYCH;Skarbiec
168;Skarbiec Spó³ek Wzrostowych (Skarbiec FIO);FIO;2007;;94.22;4;5.33;4.05;akcji;1000;100;90% WIG;10% WIBID 3M;#NAZWA?;;;;;;292;6;0;25%;ponad benchmark;66%;ozn spada do 1.75% przy 700 000;;;Subfundusz Skarbiec - Spó³ek Wzrostowych;Skarbiec
169;Skarbiec Top Brands (Skarbiec FIO);FIO;2008;;89.4;4;4.76;4.55;akcji;500;100;100% MSCI World;#NAZWA?;;;;;;;31;6;0;25%;ponad benchmark;66%;ozn spada do 1.75% przy 700 000;;;Subfundusz Skarbiec - Top Brands;Skarbiec
469;Skarbiec Waga Zrównowa¿ony (Skarbiec FIO);FIO;1997;;65.86;4;5.09;4.07;mieszane;100;50;60% Citigroup Poland Government Bond Index;40% WIG20;#NAZWA?;;;;;;129.6;6;0;25%;ponad benchmark;30%;ozn spada do 1.75% przy 700 000;;;Subfundusz Zrównowa¿ony SKARBIEC-WAGA;Skarbiec
171;SKOK Etyczny 2 (SKOK PARASOL FIO);FIO;2010;;67.75;4;4.11;4.03;akcji;200;200;nie ma;;;;;;;;101.1;4;0;;;60%;ozn spada do 0.5% przy 500 000;;;Subfundusz SKOK Etyczny 2;SKOK
470;SKOK FIO Rynku Pieniê¿nego;FIO;2004;;;1.25;1.63;1.26;pieniê¿ne;200;200;nie ma;;;;;;;;372.4;0;0;;;;ozn spada do 0% przy 50 000;;;SKOK FIO Rynku Pieniê¿nego;SKOK
471;SKOK Gotówkowy (SKOK PARASOL FIO);FIO;2010;;;1.45;1.49;1.49;pieniê¿ne;200;200;nie ma;;;;;;;;112.2;0;0;;;;;;;Subfundusz SKOK Gotówkowy;SKOK
472;SKOK Obligacji (SKOK PARASOL FIO);FIO;2007;;;1.65;1.75;1.7;d³u¿ne;200;200;nie ma;;;;;;;;86.6;1;0;;;;ozn spada do 0.1% przy 500 000;;;Subfundusz SKOK Obligacji;SKOK
473;SKOK Stabilny Zmiennej Alokacji (SKOK PARASOL FIO);SFIO;2005;codziennie;14.15;2.5;2.66;2.66;mieszane;200;200;nie ma;;;;;;;;23.8;3;0;;;max. 40%;ozn spada do 0.75% przy 500 000;;;Subfundusz SKOK Stabilny ZA;SKOK
172;Superfund Akcji (Superfund SFIO);SFIO;2007;codziennie;19.97;2.5;3.51;4.16;akcji;500;500;nie ma;;;;;;;;4.7;5;2;;;max. 20%;;;;Superfund Akcji;Superfund
173;Superfund Akcyjny (Superfund SFIO Portfelowy);SFIO;2013;codziennie;39.88;2.6;3.97;4.63;akcji;100;100;nie ma;;;;;;;;6.7;5;0;;;max. 30%;;g³ównie w inne fundusze;;Akcyjny;Superfund
474;Superfund Alternatywny (Superfund SFIO Portfelowy);SFIO;2013;codziennie;3.3;1.5;2.3;8.64;absolutnej stopy zwrotu;100;100;nie ma;;;;;;;;4.6;5;0;;;max. 40%;;g³ównie w inne fundusze Superfund;;Alternatywny;Superfund
475;Superfund BLUE (Superfund SFIO);SFIO;2005;codziennie;0;1.2;2.87;7.31;mieszane;500;500;nie ma;;;;;;;;3.1;5;2;;;;;w fundusz GMP Superfund Blue;;Superfund Subfundusz Blue;Superfund
476;Superfund Goldfuture (Superfund SFIO);SFIO;2007;codziennie;0;1.5;2.74;8.59;inne;500;500;nie ma;;;;;;;;5.2;5;2;;;;;g³ównie w inne fundusze Superfund;;Superfund GoldFuture;Superfund
477;Superfund GREEN (Superfund SFIO);SFIO;2005;codziennie;0;1.2;1.98;6.31;mieszane;500;500;nie ma;;;;;;;;7.5;5;2;;;;;g³ównie w inne fundusze Superfund;;Superfund Subfundusz Green;Superfund
478;Superfund Obligacyjny (Superfund SFIO Portfelowy);SFIO;2013;codziennie;;0.95;2.49;2.88;d³u¿ne;100;100;nie ma;;;;;;;;6;2;0;;;;;;;Obligacyjny;Superfund
479;Superfund Pieniê¿ny (Superfund SFIO Portfelowy);SFIO;2013;codziennie;;0.7;1.05;1.33;pieniê¿ne;100;100;nie ma;;;;;;;;35.2;1;0;;;;;;;Pieniê¿ny;Superfund
480;Superfund P³ynnoœciowy (Superfund SFIO);SFIO;2007;codziennie;;0.5;0.77;1.26;pieniê¿ne;500;500;nie ma;;;;;;;;85.2;1;0;;;;;;;SUPERFUND P£YNNOŒCIOWY;Superfund
481;Superfund RED (Superfund SFIO);SFIO;2005;codziennie;0;1.2;4.31;8.79;mieszane;500;500;nie ma;;;;;;;;0.8;5;2;;;;;g³ównie w inne fundusze Superfund;;Subfundusz Superfund Red;Superfund
482;Superfund Trend Bis Powi¹zany SFIO;SFIO;2006;codziennie;0;1.5;2.24;7.15;mieszane;500;500;nie ma;;;;;;;;10.3;5;0;;;;;100% w Superfund Trend Podstawowy SFIO;;Superfund Trend powi¹zany Bis FIO;Superfund
483;Superfund Trend Plus Powi¹zany SFIO kat. Standardowa;SFIO;2006;codziennie;0;1.5;2.31;7.31;mieszane;500;500;nie ma;;;;;;;;13.8;5;2;;;;;100% w Superfund Trend Podstawowy SFIO;;Superfund Trend Powi¹zany Plus FIO;Superfund
174;Templeton Wzrostowych Akcji Polskich (FT FIO);FIO;2016;;92.86;3.2;4.04;4;akcji;0;;;;;;;;;;;0;0;;;;;;;NA;Frankln
175;UniAkcje Biopharma (UniFundusze SFIO);SFIO;2015;codziennie;0;2.95;2.36;;akcji;1000;100;nie ma;;;;;;;;8.7;5;0;30%;ponad WIG;;ozn spada do 0.3% przy 1 000 000;min. 70% w UniSector: BioPharma A;;UniAkcje Biopharma;Uni
177;UniAkcje Dywidendowy (UniFundusze FIO);FIO;2013;;97.99;4;3.98;4.33;akcji;100;100;nie ma;;;;;;;;46.3;5;0;;;60%;ozn spada do 0.3% przy 1 000 000;;;UNIAKCJE DYWIDENDOWY;Uni
178;UniAkcje Globalny Dywidendowy (UniFundusze SFIO);SFIO;2015;codziennie;0;4;2.11;5.48;akcji;1000;100;nie ma;;;;;;;;5.3;5;0;30%;ponad WIG;;ozn spada do 0.3% przy 1 000 000;min. 70% w UniInstitutional Global High Dividend Equities;;NA;Uni
179;UniAkcje Ma³ych i Œrednich Spó³ek (UniFundusze FIO);FIO;2007;;90.3;4;4;4.12;akcji;100;100;45% mWIG40;45% sWIG80;10% WIBID 1M;;;;;;212.4;5;0;;;70%;ozn spada do 0.3% przy 1 000 000;;;UniAkcje Ma³ych i Œrednich Spó³ek;Uni
182;UniAkcje Wzrostu (UniFundusze FIO);FIO;2007;;91.13;3;4.2;4.17;akcji;100;100;nie ma;;;;;;;;190;5;0;22%;ponad 2x WIBID 1Y;60%;ozn spada do 0.3% przy 1 000 000;;;UniAkcje Wzrostu;Uni
176;UniAkcje: Daleki Wschód (UniFundusze SFIO);SFIO;2014;codziennie;0;2.95;2.95;3.81;akcji;1000;100;nie ma;;;;;;;;15.6;5;0;30%;ponad WIG;;ozn spada do 0.3% przy 1 000 000;min. 70% w UniEM Fernost;;UniAkcje: Daleki Wschód;Uni
180;UniAkcje: Nowa Europa (UniFundusze FIO);FIO;2006;;82.54;3;3.65;5.87;akcji;100;100;nie ma;;;;;;;;40;5;0;25%;ponad 2x WIBID 1Y;60%;ozn spada do 0.3% przy 1 000 000;;;UniAkcje: Nowa Europa;Uni
181;UniAkcje: Turcja (UniFundusze FIO);FIO;2013;;91.45;4;3.98;4.34;akcji;100;100;90% BIST 100 (w PLN);10% WIBID 1M;;;;;;;38.6;5;0;;;60%;ozn spada do 0.3% przy 1 000 000;;;UniAkcje: Turcja;Uni
484;UniAktywny Pieniê¿ny (UniFundusze SFIO);SFIO;2015;codziennie;;0.9;0.98;1.45;pieniê¿ne;100;100;1.2x WIBID 3M;;;;;;;;111.2;0;0;30%;ponad benchmark;;;;;Uniaktywny Pieniê¿ny;Uni
485;UniDolar Pieniê¿ny (USD) (UniFundusze FIO);FIO;2004;;;1;1.01;1.15;pieniê¿ne;4000;4000;100% LIBOR USD 1M;;;;;;;;55.1;2;0;;;;ozn spada do 0.1% przy 1 000 000;;;UniDolar Pieniezny;Uni
183;UniKorona Akcje (UniFundusze FIO);FIO;1997;;93.84;4;4.05;4.08;akcji;100;100;90% WIG;10% WIBID 12M;;;;;;;665.6;5;0;;;60%;ozn spada do 0.3% przy 1 000 000;;;UniKorona Akcje;Uni
486;UniKorona Obligacje (UniFundusze FIO);FIO;1999;;;1.5;1.57;1.57;d³u¿ne;100;100;100% Bloomberg BPOL15;;;;;;;;556.2;1;0;25%;ponad benchmark;;ozn spada do 0.1% przy 1 000 000;;;UniKorona Obligacje;Uni
487;UniKorona Pieniê¿ny (UniFundusze FIO);FIO;1997;;;0.9;0.97;0.98;pieniê¿ne;100;100;100% WIBID 3M;;;;;;;;3657.6;0;0;;;;;;;UniKorona Pieniê¿ny;Uni
488;UniKorona Zrównowa¿ony (UniFundusze FIO);FIO;1995;;54.33;3.2;3.32;3.32;mieszane;100;100;50% WIG;50% Bloomberg BPOL15;;;;;;;340.6;5;0;;;20%;ozn spada do 0.3% przy 1 000 000;;;UniKorona Zrównowa¿ony;Uni
489;UniLokata (UniFundusze FIO);FIO;2012;;;0.9;0.96;0.96;d³u¿ne;100;100;100% WIBID 1M;#NAZWA?;;;;;;;1030.9;0;0;;;;;;;UniLokata;Uni
490;UniObligacje Aktywny (UniFundusze SFIO);SFIO;2011;codziennie;;2;2.62;2.1;d³u¿ne;160000;100;nie ma;;;;;;;;188.8;3;0;30%;ponad 1.5x WIBID 1Y;;ozn spada do 0.15% przy 1 000 000;;;UniObligacje Aktywny;Uni
491;UniObligacje: Nowa Europa (UniFundusze FIO);FIO;2007;;;2;2.21;2.23;d³u¿ne;100;100;100% Merill Lynch Poland, Hungary, Czech, Turkey, Slovakia Goverment Index (w PLN);;;;;;;;105.9;2;0;;;;ozn spada do 0.1% przy 1 000 000;;;UniObligacje: Nowa Europa;Uni
492;UniStabilny Wzrost (UniFundusze FIO);FIO;2007;;27.15;2.7;2.86;2.86;mieszane;100;100;70% Bloomberg BPOL15;30% WIG;;;;;;;134;3;0;;;max. 40%;ozn spada do 0.15% przy 1 000 000;;;UniStabilny Wzrost;Uni
493;UniEURIBOR (EUR);SFIO;2014;codziennie;0;2.95;2.94;3.56;mieszane;160000;4000;100% EURIBOR 1M;;;;;;;;59.3;0;0;33%;ponad benchmark;;;;;UniEURIBOR;Uni
494;UniWIBID Plus (UniFundusze SFIO);SFIO;2003;codziennie;;0.9;1.03;1.03;d³u¿ne;160000;10000;100% WIBID 1M;#NAZWA?;;;;;;;1307.9;0;0;33%;ponad benchmark;;;;;UniWIBID_Plus;Uni
;ALTUS Stabilnego Wzrostu;FIO;2013;codziennie;31.27;2.8;3.35;3.45;mieszane;1000;100;70% Merrill Lynch Polish Governments 1-4 Yrs;30% WIG;;;;;;;16.9;3;0;20%;ponad benchmark;max. 40%;ozn do 0.3% przy 500 000;;;Altus FIO Parasolowy Subfundusz Stabilnego Wzrostu;Altus
;AXA Makro Alokacji;;;;;;;;;500;100;nie ma;;;;;;;;114.4;4;0;;;30%;ozn do 0.35% przy 1 000 000;;;AXA FIO Subfundusz Makro Alokacji;AXA
;Caspar Akcji Europejskich;FIO;2012;;98.33;3.5;;4.32;akcji;1000;100;25% WIG;25% MSCI Austria Index net USD;25% MSCI Turkey Index net USD;12,5% MSCI Hungary Index net USD;12,5% MSCI Czech Republic Index net USD;;;;43.8;4;0;;;50%;ozn do 0.25% przy 5 000 000;;;Caspar Akcji Europejskich;Caspar
;Franklin Zdywersyfikowany Akcji;FIO;2016;;93.65;3.2;3.34;4;akcji;1000;100;nie ma;;;;;;;;11.1;5;0;;;;;;;NA;Franklin
;KBC Pieniê¿ny;FIO;2002;;0%;0.9;1.17;1.19;pieniê¿ne;500;100;100% WIBID 3M;+0.25 p.p.;- koszty sta³e (w tym zarz¹dzania);;;;;;289.7;0;0;;;;;;;KBC Subfundusz Pieniê¿ny;KBC
;Novo Globalnego Dochodu;FIO;2014;;;2;-;7.57;mieszane;100;50;nie ma;;;;;;;;0.8;2;0;;;;ozn do 0.25% przy 500 000;w fundusze;;Novo FIO (Globalnego Dochodu);Novo
;Novo Ma³ych i Œrednich Spó³ek;FIO;2017;;;4;-;4;akcji;100;50;nie ma;;;;;;;;-;4;0;;;50%;ozn do 0.9% przy 500 000;;;Novo FIO (Ma³ych i Œrednich Spó³ek);Novo
;Pioneer Strategii Globalnej - Konserwatywny;SFIO;2015;codziennie;;2;1.61;2.16;mieszane;1000;500;30% MSCI World-NR Index;35% BofA ML EMU Direct Government Index;15% BofA ML EMU Corporate Index;5% BofA ML Euro High Yield Constrained Index;15% BofA ML U.S. Corporate & Government Master Index;;;;97.9;3;0;;;;ozn do 0.4% przy 1 000 000;;;Pioneer Strategii Globalnej - konserwatywny;Pioneer
;Pioneer Strategii Globalnej - Dynamiczny;SFIO;2017;codziennie;;3;-;2;akcji;1000;500;90% MSCI ACWI LC NR;10% WIBID O/N;;;;;;;17.1;5;0;;;;ozn spada do 0.5% przy 1 000 000;;;Pioneer Strategii Globalnej - dynamiczny;Pioneer
;Pioneer Wzrostu i Dochodu Rynku Amerykañskiego;SFIO;2015;codziennie;;3.5;1.1;1.74;mieszane;1000;500;30% MSCI US TR Index;65% Citigroup US BIG Corporate Bond Index;5% WIBID;;;;;;21.9;3;0;;;;ozn spada do 0.4% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Wzrostu i Dochodu Rynku Amerykañskiego;Pioneer
;PKO Surowców Globalny;FIO;2010;;87.78;4;4.11;4.1;inne;100;100;35% WIG;55% MSCI ACWI (USD);10% WBID O/N;;;;;;198;4;0;;;60%;ozn spada do 0.49% przy 1 000 000;;;PKO Surowców Globalny;PKO
;Pocztowy Stabilny;SFIO;2016;codziennie;7.78;1.5;-;0.23;mieszane;200;100;100% WIBID 3M;+ 1 p.p.;;;;;;;14.5;3;0;;;max. 40%;ozn spada do 0.75% przy 200 000;;;Pocztowy SFIO Subfundusz Stabilny;Pocztowy
;Quercus Global Growth;SFIO;2017;codziennie;;3.3;-;3.89;akcji;20000;1;nie ma;;;;;;;;1;3;0;20%;ponad MSCI World, nie wiêcej ni¿ 0.5% dziennie;50%;ozn spada do 1% przy 1 000 000;;;QUERCUS Global Growth;Quercus
