Lp;Nazwa funduszu;Forma prawna;Zarz¹dzaj¹cy;Zarz¹dzaj¹cy od;;;;;;;;;;;Rok uruchomienia;Pierwsza wp³ata;Nastêpna wp³ata;Jak czêsto wycena SFIO;Aktywa;Typ;Benchmark;Benchmark_2;Benchmark_3;Benchmark_4;Benchmark_5;Benchmark_6;Benchmark_7;Benchmark_8;Polityka inwestycyjna (min. akcji);Udzia³ akcji;Op³ata za zarz¹dzanie;Op³ata za nabycie;Op³ata za umorzenie;Op³ata za wynik;Op³ata za wynik_2;TER;Op³aty bie¿¹ce;Inne;Inne_2;Inne_3;Nazwa IZFiA;TFI;
409;Pioneer Obligacji Strategicznych (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2007;1000;500;codziennie;1025.6;d³u¿ne;nie ma;;;;;;;;;;2;2;0;;;2.01;2.69;ozn spada do 0.2% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Obligacji Strategicznych;Pioneer;
410;Pioneer Pieniê¿ny (Pioneer FIO);FIO;;;;;;;;;;;;;2001;1000;100;;2618.3;pieniê¿ne;100% WIBID 6M;;;;;;;;max. 10%;;0.87;0;0;;;0.87;0.87;;;;Pioneer Pieniê¿ny;Pioneer;
411;Pioneer Pieniê¿ny Plus (Pioneer FIO);FIO;;;;;;;;;;;;;2013;1000;100;;836.4;d³u¿ne;50% Citigroup Poland Government Bond Index 1-3;50% WIBID 3M;;;;;;;;;1.2;1;0;;;1.17;1.21;ozn spada do 0.15% przy 1 000 000;;;Pioneer Pieniê¿ny Plus;Pioneer;
412;Pioneer Stabilnego Inwestowania (Pioneer FIO);FIO;;;;;;;;;;;;;2012;1000;100;;92.7;mieszane;30% WIGdiv;52,2% Citigroup Poland Government Bond Index;17,5% WIBID O/N;;;;;;max. 40%;36.01;3.15;3;0;10%;ponad max;3.29;3.18;ozn spada do 0.4% przy 1 000 000;;;Pioneer Stabilnego Inwestowania;Pioneer;
413;Pioneer Stabilnego Wzrostu (Pioneer FIO);FIO;;;;;;;;;;;;;1996;1000;100;;362.5;mieszane;30% WIG;52,5%Citigroup Poland Government Bond Index;17,5% WIBID;;;;;;max. 40%;29.29;3.25;3;0;;;3.27;3.27;ozn spada do 0.5% przy 1 000 000;;;Pioneer Stabilnego Wzrostu;Pioneer;
;Pioneer Strategii Globalnej - Dynamiczny;SFIO;;;;;;;;;;;;;2017;1000;500;codziennie;17.1;akcji;90% MSCI ACWI LC NR;10% WIBID O/N;;;;;;;;;3;5;0;;;-;2;ozn spada do 0.5% przy 1 000 000;;;Pioneer Strategii Globalnej - dynamiczny;Pioneer;
;Pioneer Strategii Globalnej - Konserwatywny;SFIO;;;;;;;;;;;;;2015;1000;500;codziennie;97.9;mieszane;30% MSCI World-NR Index;35% BofA ML EMU Direct Government Index;15% BofA ML EMU Corporate Index;5% BofA ML Euro High Yield Constrained Index;15% BofA ML U.S. Corporate & Government Master Index;;;;;;2;3;0;;;1.61;2.16;ozn do 0.4% przy 1 000 000;;;Pioneer Strategii Globalnej - konserwatywny;Pioneer;
136;Pioneer Strategii Globalnej (Pioneer Strategie Funduszowe SFIO);SFIO;;;;;;;;;;;;;2017;1000;500;codziennie;170.7;akcji;50% MSCI World Index (local currency);20% BofA ML EMU Direct Government Index;20% BofA ML U.S. Corporate & Government Master Index;10% BofA ML EMU Corporate Index;;;;;;;3;4;0;;;0;2;ozn spada do 0.5% przy 1 000 000;;;Pioneer Strategii Globalnej;Pioneer;
414;Pioneer Surowców i Energii (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2008;1000;500;codziennie;32;inne;65% Thomson Reuters Core Commodity CRB Index;10% NYSE Arca Gold Miners Index;20% MSCI World Energy Index;5% WIBID;;;;;;0;2.2;5;0;;;2.26;3.08;ozn spada do 0.5% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Surowców i Energii;Pioneer;
;Pioneer Wzrostu i Dochodu Rynku Amerykañskiego;SFIO;;;;;;;;;;;;;2015;1000;500;codziennie;21.9;mieszane;30% MSCI US TR Index;65% Citigroup US BIG Corporate Bond Index;5% WIBID;;;;;;;;3.5;3;0;;;1.1;1.74;ozn spada do 0.4% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Wzrostu i Dochodu Rynku Amerykañskiego;Pioneer;
415;Pioneer Wzrostu i Dochodu Rynku Europejskiego (Pioneer Funduszy Globalnych SFIO);SFIO;;;;;;;;;;;;;2013;1000;500;codziennie;98.8;mieszane;30% MSCI Europe Index;65% BofA ML Euro HY Index;5% WIBID;;;;;;;0;2.5;3;0;;;2.52;3.2;ozn spada do 0.4% przy 1 000 000;g³ównie w inne fundusze Pioneer;;Pioneer Wzrostu i Dochodu Rynku Europejskiego;Pioneer;
416;Pioneer Zabezpieczony Rynku Polskiego (Pioneer Strategie Funduszowe SFIO);SFIO;;;;;;;;;;;;;2006;1000;500;codziennie;40;mieszane;nie ma;;;;;;;;max. 50%;0;1;2;0;;;1.06;3.2;ozn spada do 0.4% przy 1 000 000;;;;Pioneer;
417;Pioneer Zmiennej Alokacji - Rynki Wschodz¹ce (Pioneer Strategie Funduszowe SFIO);SFIO;;;;;;;;;;;;;2011;1000;500;codziennie;34.7;mieszane;nie ma;;;;;;;;max. 60%;0;2;3;0;;;2.05;2.18;ozn spada do 0.4% przy 1 000 000;;;;Pioneer;
418;Pioneer Zmiennej Alokacji (Pioneer Strategie Funduszowe SFIO);SFIO;;;;;;;;;;;;;2009;1000;500;codziennie;67.8;mieszane;nie ma;;;;;;;;max. 50%;0;1.7;2;0;;;1.73;1.63;ozn spada do 0.4% przy 1 000 000;;;Pioneer Zmiennej Alokacji;Pioneer;
419;Pioneer Zmiennej Alokacji Rynku Amerykañskiego (Pioneer Strategie Funduszowe SFIO);SFIO;;;;;;;;;;;;;2012;1000;500;codziennie;25.4;mieszane;nie ma;;;;;;;;max. 50%;0;2;3;0;;;1.75;1.08;ozn spada do 0.4% przy 1 000 000;;;Pioneer Zmiennej Alokacji Rynku Amerykañskiego;Pioneer;
420;Pioneer Zrównowa¿ony (Pioneer FIO);FIO;;;;;;;;;;;;;1992;1000;100;;995.6;mieszane;55% WIG;33,8% Citigroup Poland Government Bond Index;11,2% WIBID;;;;;;max. 70%;55.18;4;5;0;;;3.89;4.02;ozn spada do 0.5% przy 1 000 000;;;Pioneer Zrównowa¿ony;Pioneer;
421;Pioneer Zrównowa¿ony Rynku Amerykañskiego (Pioneer Walutowy FIO);FIO;;;;;;;;;;;;;2005;1000;500;;200.6;mieszane;25% Citigroup USD 6-Month Eurodeposit;5% Citigroup US High Yield Market Capped Index;15% Citigroup US Broad Investment Grade Bond Index;40% MSCI USA TR;15% MSCI US Mid Cap Value;;;;max. 65%;0;2.5;5;0;;;2.51;3.08;ozn spada do 0.5% przy 1 000 000;;;Pioneer Zrównowa¿ony Rynku Amerykañskiego;Pioneer;
137;PKO Akcji Dywidendowych Globalny (Parasolowy FIO);FIO;;;;;;;;;;;;;2015;100;100;;85.1;akcji;nie ma;;;;;;;;60%;0;4;4;0;;;3.04;3.41;ozn spada do 0.49% przy 1 000 000;;;Subfundusz Akcji Dywidendowych Globalny;PKO;
138;PKO Akcji Ma³ych i Œrednich Spó³ek (Parasolowy FIO);FIO;;;;;;;;;;;;;2006;100;100;;316.5;akcji;20% WIG20;30% mWIG40;10% sWIG80;30% MSCI ACWI SMID Cap Index USD;10% WIBID O/N;;;;60%;76.75;4;4;0;;;3.99;4.03;ozn spada do 0.49% przy 1 000 000;;;PKO Akcji Ma³ych i Œr. Spó³ek - fio;PKO;
139;PKO Akcji Nowa Europa (Parasolowy FIO);FIO;;;;;;;;;;;;;2005;100;100;;165.9;akcji;20% WIG20;30% ISE30 (PLN);30% RTX (PLN);5% BUX (PLN);5% ATX (PLN);10% WBID O/N;;;60%;66.79;4;4;0;;;3.85;4.14;ozn spada do 0.49% przy 1 000 000;;;PKO Akcji Nowa Europa - fio;PKO;
140;PKO Akcji Plus (Parasolowy FIO);FIO;;;;;;;;;;;;;2007;100;100;;1008.5;akcji;70% WIG;20% MSCI ACWI (USD);10% WBID O/N;;;;;;60%;61.94;4;4;0;;;3.41;4.03;ozn spada do 0.49% przy 1 000 000;;;PKO Akcji Plus;PKO;
141;PKO Akcji Rynków Wschodz¹cych (Parasolowy FIO);FIO;;;;;;;;;;;;;2015;100;100;;140.5;akcji;90% MSCI Emerging Markets;10% WBID O/N;;;;;;;60%;0;4;4;0;;;2.96;4.55;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynków Wschodz¹cych;PKO;
142;PKO Akcji Rynku Amerykañskiego (Parasolowy FIO);FIO;;;;;;;;;;;;;2015;100;100;;190.2;akcji;90% S&P 500;10% WBID O/N;;;;;;;60%;0;4;4;0;;;3.61;4.46;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynku Amerykañskiego;PKO;
143;PKO Akcji Rynku Azji i Pacyfiku (Parasolowy FIO);FIO;;;;;;;;;;;;;2015;100;100;;35.8;akcji;90% MSCI Asia and Pacific ex-Japan;10% WBID O/N;;;;;;;60%;0;4;4;0;;;3.66;4.66;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynku Azji i Pacyfiku;PKO;
144;PKO Akcji Rynku Europejskiego (Parasolowy FIO);FIO;;;;;;;;;;;;;2015;100;100;;51.4;akcji;90% MSCI EMU;10% WBID O/N;;;;;;;60%;0;4;4;0;;;2.44;3.31;ozn spada do 0.49% przy 1 000 000;;;Akcji Rynku Europejskiego;PKO;
145;PKO Akcji Rynku Japoñskiego (Parasolowy FIO);FIO;;;;;;;;;;;;;2015;100;100;;83.5;akcji;90% TOPIX;10% WBID O/N;;;;;;;60%;0;4;4;0;;;3.89;4.48;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynku Japoñskiego;PKO;
422;PKO Akcji Rynku Z³ota (Parasolowy FIO);FIO;;;;;;;;;;;;;2015;100;100;;187.9;inne;100% Arca Gold Miners NYSE;;;;;;;;50%;79.26;2.1;4;0;;;2.17;2.17;ozn spada do 0.49% przy 1 000 000;;;Parasol Akcji Rynku Z³ota;PKO;
146;PKO Dóbr Luksusowych Globalny (Parasolowy FIO);FIO;;;;;;;;;;;;;2010;100;100;;168.2;akcji;35% WIG;55% MSCI ACWI (USD);10% WBID O/N;;;;;;60%;78.66;4;4;0;;;4.05;4.03;ozn spada do 0.49% przy 1 000 000;;;PKO Dóbr Luksusowych Gloablny;PKO;
147;PKO Infrastruktury i Budownictwa Globalny (Parasolowy FIO);FIO;;;;;;;;;;;;;2010;100;100;;39.6;akcji;35% WIG;55% MSCI ACWI (USD);10% WBID O/N;;;;;;60%;72.22;4;4;0;;;4.18;4.1;ozn spada do 0.49% przy 1 000 000;;;PKO Infrastruktury i Budownictwa;PKO;
148;PKO Medycyny i Demografii Globalny (Parasolowy FIO);FIO;;;;;;;;;;;;;2016;100;100;;190.3;akcji;35% WIG;55% MSCI ACWI;10% WBID O/N;;;;;;60%;;4;4;0;;;0;4.06;ozn spada do 0.49% przy 1 000 000;;;PKO Medycyny i Demografii Globalny;PKO;
423;PKO Obligacji D³ugoterminowych (Parasolowy FIO);FIO;;;;;;;;;;;;;2005;100;100;;656.9;d³u¿ne;100% Merrill Lynch Polish Governments;;;;;;;;;;1.8;1;0;;;1.17;1.51;ozn spada do 0.19% przy 1 000 000;;;PKO Obligacji D³ugoterminowych - fio;PKO;
424;PKO Papierów D³u¿nych Plus (Parasolowy FIO);FIO;;;;;;;;;;;;;2007;100;100;;1980.7;d³u¿ne;100% Merrill Lynch G0PL Polish Governments;;;;;;;;;;1.8;1;0;;;1.35;1.51;ozn spada do 0.19% przy 1 000 000;;;PKO Papierów D³u¿nych Plus;PKO;
425;PKO Papierów D³u¿nych USD (Parasolowy FIO);FIO;;;;;;;;;;;;;2015;100;100;;38.7;d³u¿ne;100% (1 + 6M LIBID USD)*(1 + zmiana kursu USD/PLN wg NBP)-1;;;;;;;;;;1.8;1;0;;;1.51;1.52;ozn spada do 0.19% przy 1 000 000;;;Parasol Papierów D³u¿nych USD;PKO;
426;PKO P³ynnoœciowy SFIO;SFIO;;;;;;;;;;;;;2012;200000;100;codziennie;447.7;pieniê¿ne;100% WIBID 6M;;;;;;;;;;0.9;0;0;;;0.75;0.81;;;;PKO P³ynnoœciowy - sfio;PKO;
427;PKO Rynku Pieniê¿nego (Parasolowy FIO);FIO;;;;;;;;;;;;;2005;100;100;codziennie;2986.2;pieniê¿ne;100% WIBID 1M;;;;;;;;;;1;0;0;;;0.89;0.9;ozn spada do 0.09% przy 1 000 000;;;PKO Rynku Pieniê¿nego - fio;PKO;
428;PKO Skarbowy (Parasolowy FIO);FIO;;;;;;;;;;;;;2001;100;100;codziennie;5002.2;pieniê¿ne;100% WIBID 6M;;;;;;;;;;1;0;0;;;0.97;0.91;ozn spada do 0.09% przy 1 000 000;;;PKO Skarbowy - fio;PKO;
429;PKO Stabilnego Wzrostu (Parasolowy FIO);FIO;;;;;;;;;;;;;1998;100;100;;1305.5;mieszane;20% WIG;10% MSCI ACWI (USD);70% Merrill Lynch Polish Governments;;;;;;max. 40%;16.57;2.5;3;0;;;2.5;2.52;ozn spada do 0.49% przy 1 000 000;;;PKO Stabilnego Wzrostu - fio;PKO;
430;PKO Strategicznej Alokacji (Parasolowy FIO);FIO;;;;;;;;;;;;;2007;100;100;;126.4;mieszane;35% WIG;15% MSCI ACWI (USD);50% Merrill Lynch Polish Governments;;;;;;;24.58;4;4;0;;;4.07;4.03;ozn spada do 0.49% przy 1 000 000;w inne fundusze PKO;;PKO Strategicznej Alokacji - sfio;PKO;
;PKO Surowców Globalny;FIO;;;;;;;;;;;;;2010;100;100;;198;inne;35% WIG;55% MSCI ACWI (USD);10% WBID O/N;;;;;;60%;87.78;4;4;0;;;4.11;4.1;ozn spada do 0.49% przy 1 000 000;;;PKO Surowców Globalny;PKO;
149;PKO Technologii i Innowacji Globalny (Parasolowy FIO);FIO;;;;;;;;;;;;;2010;100;100;;1532.4;akcji;35% WIG;55% MSCI ACWI (USD);10% WBID O/N;;;;;;60%;78.74;4;4;0;;;4.02;4.03;ozn spada do 0.49% przy 1 000 000;;;PKO Technologii i Innowacji Globalny;PKO;
431;PKO Zabezpieczenia Emerytalnego 2020 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;;;;;;;;;;;;;2012;100;100;codziennie;445.6;mieszane;100% Merrill Lynch G0PL Polish Governments;;;;;;;;;0;0.8;1;0;;;;1.2;;;;PKO Zabezpieczenia Emerytalnego 2020;PKO;
432;PKO Zabezpieczenia Emerytalnego 2030 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;;;;;;;;;;;;;2012;100;100;codziennie;107.3;mieszane;22,5% WIG;22,5% MSCI ACWI (USD);55% Merrill Lynch Polish Governments;;;;;;;0;1;1;0;;;;1.91;;;;PKO Zabezpieczenia Emerytalnego 2030;PKO;
433;PKO Zabezpieczenia Emerytalnego 2040 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;;;;;;;;;;;;;2012;100;100;codziennie;75.8;mieszane;35% WIG;35% MSCI ACWI (USD);30% Merrill Lynch Polish Governments;;;;;;;0;1.2;1;0;;;;2.62;;;;PKO Zabezpieczenia Emerytalnego 2040;PKO;
434;PKO Zabezpieczenia Emerytalnego 2050 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;;;;;;;;;;;;;2012;100;100;codziennie;26.7;mieszane;45% WIG;45% MSCI ACWI (USD);10% Merrill Lynch Polish Governments;;;;;;;0;1.4;1;0;;;;3.32;;;;PKO Zabezpieczenia Emerytalnego 2050;PKO;
435;PKO Zabezpieczenia Emerytalnego 2060 (PKO Zabezpieczenia Emerytalnego SFIO);SFIO;;;;;;;;;;;;;2012;100;100;codziennie;13.1;mieszane;45% WIG;45% MSCI ACWI (USD);10% Merrill Lynch Polish Governments;;;;;;;0;1.5;1;0;;;;4.03;;;;PKO Zabezpieczenia Emerytalnego 2060;PKO;
436;PKO Zrównowa¿ony (Parasolowy FIO);FIO;;;;;;;;;;;;;1997;100;100;;1085.2;mieszane;35% WIG;15% MSCI ACWI (USD);50% Merrill Lynch Polish Governments;;;;;;max. 70%;36.05;4;4;0;;;3.99;4.02;ozn spada do 0.49% przy 1 000 000;;;PKO Zrównowa¿ony - fio;PKO;
437;Pocztowy Gotówkowy (Pocztowy SFIO);SFIO;;;;;;;;;;;;;2016;200;100;codziennie;74.4;pieniê¿ne;100% WIBID 6M;;;;;;;;;;1.1;0;0;;;;1.46;;;;Pocztowy SFIO Subfundusz Gotówkowy;Pocztowy;
438;Pocztowy Obligacji (Pocztowy SFIO);SFIO;;;;;;;;;;;;;2016;200;100;codziennie;5.8;d³u¿ne;150% WIBID 6M;;;;;;;;;;1.75;1;0;;;;1.28;ozn spada do 0.1% przy 200 000;;;Pocztowy SFIO Subfundusz Obligacji;Pocztowy;
;Pocztowy Stabilny;SFIO;;;;;;;;;;;;;2016;200;100;codziennie;14.5;mieszane;100% WIBID 3M;+ 1 p.p.;;;;;;;max. 40%;7.78;1.5;3;0;;;-;0.23;ozn spada do 0.75% przy 200 000;;;Pocztowy SFIO Subfundusz Stabilny;Pocztowy;
150;PZU Akcji KRAKOWIAK (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;1999;100;100;;886.1;akcji;90% WIG20;10% WIBID 3M * (1 - rezerwa obowi¹zkowa);;;;;;;50%;95.1;4;3;0;;;1.6;4.02;ozn spada do 2% przy 250 000;;;PZU Akcji KRAKOWIAK;PZU;
151;PZU Akcji Ma³ych i Œrednich Spó³ek (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2006;100;100;;106.8;akcji;70% mWIG40;20% sWIG80;10% WIBID 3M x (1- stopa rezerwy obowi¹zkowej);;;;;;70%;96.27;4;3;0;;;3.94;4.1;ozn spada do 2% przy 250 000;;;PZU Akcji Ma³ych i Œrednich Spó³ek;PZU;
152;PZU Akcji Nowa Europa (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2005;100;100;;23.2;akcji;55% CECE EUR;25% RDX EUR;15% ISE National-30;5% WIBID 1M*(1-stopa rezerwy obowi¹zkowej);;;;;;84.98;4;3;0;;;3.08;4.43;ozn spada do 2% przy 250 000;;;PZU Akcji NOWA EUROPA;PZU;
153;PZU Akcji Rynków Rozwiniêtych (GI SFIO);SFIO;;;;;;;;;;;;;2006;1000;1000;codziennie;24.7;akcji;25% MSCI USA;20% MSCI Japan;15% MSCI United Kingdom;15% MSCI Germany;10% S&P/ASX 200;5% MSCI France;5% MSCI Italy;5% WIBID 1M*(1 - stopa rezerwy obowi¹zkowej NBP);;0;3;3;0;;;3.18;3.18;ozn spada do 2% przy 250 000;min. 70% w fundusze zagraniczne;;PZU Akcji Rynków Rozwiniêtych;PZU;
154;PZU Akcji Rynków Wschodz¹cych (GI SFIO);SFIO;;;;;;;;;;;;;2006;1000;1000;codziennie;13.5;akcji;25% MSCI China;15% MSCI India;15% MSCI Brazil;15% MSCI Russia;10% CECE EUR;7,5% MSCI Turkey;7,5% FTSE/JSE TOP 40;5% WIBID 1M*(1 - stopa rezerwy obowi¹zkowej NBP);;0;3;3;0;;;4.85;4.09;ozn spada do 2% przy 250 000;min. 70% w fundusze zagraniczne;;PZU Akcji Rynków Wschodz¹cych;PZU;
155;PZU Akcji Spó³ek Dywidendowych (GI SFIO);SFIO;;;;;;;;;;;;;2006;1000;1000;codziennie;186.7;akcji;90% WIG;10% WIBID 1M*(1 - stopa rezerwy obowi¹zkowej NBP);;;;;;;50%;95.22;3;3;0;;;3.23;3.32;ozn spada do 2% przy 250 000;;;PZU Akcji Spó³ek Dywidendowych;PZU;
439;PZU D³u¿ny Aktywny (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2016;100;100;;12.7;d³u¿ne;nie ma;;;;;;;;;;2;1;0;20%;ponad benchmark;;2;ozn spada do 0.2% przy 250 000;;;PZU D³u¿ny Aktywny;PZU;
440;PZU D³u¿ny Rynków Wschodz¹cych (EUR) (GI SFIO);SFIO;;;;;;;;;;;;;2006;200000;1000;codziennie;161.8;d³u¿ne;100% WIBID 6M;;;;;;;;;;1.5;2;0;20%;ponad benchmark;1.56;1.56;ozn spada do 1% przy 250 000;;;PZU D³u¿ny Rynków Wschodz¹cych;PZU;
156;PZU Energia Medycyna Ekologia (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2007;100;100;;308.7;akcji;45% STOXX Europe 600 Utilities (w wariancie total net return);45% STOXX Europe 600 Health Care (w wariancie total net return);10% WIBID O/N *(1-stopa rezerwy obowi¹zkowej NBP);;;;;;50%;78.85;2.5;3;0;20%;ponad benchmark;2.8;2.54;ozn spada do 2% przy 250 000;;;PZU Energia Medycyna Ekologia;PZU;
441;PZU FIO Ochrony Maj¹tku;FIO;;;;;;;;;;;;;2006;100;100;;30.5;d³u¿ne;100% WIBID 3M * (1 - stopa rezerwy obowi¹zkowej);;;;;;;;;;1;0;0;;;1.12;1.18;;;;PZU FIO Ochrony Maj¹tku;PZU;
442;PZU Globalny Obligacji Korporacyjnych (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2016;100;100;;10.4;d³u¿ne;nie ma;;;;;;;;;;1;1;0;;;3.28;2;ozn spada do 0.2% przy 250 000;;;PZU Globalny Obligacji Korporacyjnych;PZU;
443;PZU Gotówkowy (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2005;100;100;;1207.8;pieniê¿ne;100% WIBID 3M * (1 - stopa rezerwy obowi¹zkowej);;;;;;;;;;0.8;0;0;;;0.58;0.84;;;;PZU Gotówkowy;PZU;
444;PZU Papierów D³u¿nych POLONEZ (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;1999;100;100;;1071.7;d³u¿ne;100% Citigroup Poland GBI 1 to 5 years Local Terms;;;;;;;;;;1.5;1;0;;;1.02;1.51;ozn spada do 0.1% przy 250 000;;;PZU Papierów D³u¿nych POLONEZ;PZU;
445;PZU Sejf+ (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2008;100;100;;137;mieszane;100% WIBID 3M * (1 - stopa rezerwy obowi¹zkowej);;;;;;;;max. 15%;0;1;1;0;;;1.1;1.1;ozn spada do 0.1% przy 250 000;;;PZU SEJF+;PZU;
446;PZU Stabilnego Wzrostu Mazurek (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;1999;100;100;;2860;mieszane;30% WIG20;70% Citigroup Poland GBI 1 to 5 years Local Terms;;;;;;;max. 40%;30.33;2.5;3;0;;;1.14;2.5;ozn spada do 2% przy 250 000;;;PZU Stabilnego Wzrostu MAZUREK;PZU;
157;PZU Telekomunikacja Media Technologia (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2016;100;100;;9.1;akcji;45% Stoxx600 Telecommunication (w wariancie total net return);45% Stoxx600 Media (w wariancie total net return);10% WIBID O/N *(1-stopa rezerwy obowi¹zkowej NBP);;;;;;50%;;3;3;0;20%;ponad benchmark;0;3;ozn spada do 2% przy 250 000;;;PZU Telekomunikacja Media Technologia;PZU;
447;PZU Zrównowa¿ony (PZU FIO Parasolowy);FIO;;;;;;;;;;;;;2005;100;100;;147.7;mieszane;50% WIG20;50% Citigroup Poland GBI 1 to 5 years Local Terms;;;;;;;30%;63.81;3;3;0;;;2.39;3.14;ozn spada do 2% przy 250 000;;;PZU Zrównowa¿ony;PZU;
158;QUERCUS Agresywny (Parasolowy SFIO);SFIO;;;;;;;;;;;;;2008;20000;1;codziennie;555.1;akcji;100% WIG;;;;;;;;50%;93.15;3.3;3;0;20%;ponad WIG, nie wiêcej ni¿ 0.5% dziennie;3.43;3.42;ozn spada do 1% przy 1 000 000;;;Quercus Agresywny;Quercus;
;Quercus Global Growth;SFIO;;;;;;;;;;;;;2017;20000;1;codziennie;1;akcji;nie ma;;;;;;;;50%;;3.3;3;0;20%;ponad MSCI World, nie wiêcej ni¿ 0.5% dziennie;-;3.89;ozn spada do 1% przy 1 000 000;;;QUERCUS Global Growth;Quercus;
448;QUERCUS Gold (Parasolowy SFIO);SFIO;;;;;;;;;;;;;2012;20000;1;codziennie;77.7;inne;nie ma;;;;;;;;;0;3.8;4;0;;;3.94;3.92;ozn spada do 1% przy 1 000 000;;;Quercus Gold;Quercus;
159;QUERCUS lev (Parasolowy SFIO);SFIO;;;;;;;;;;;;;2010;20000;1;codziennie;183.6;akcji;100% WIG20lev;;;;;;;;max. 20%;0;3.8;4;0;;;3.88;3.87;ozn spada do 1% przy 1 000 000;;;Quercus lev;Quercus;
449;QUERCUS Ochrony Kapita³u (Parasolowy SFIO);FIO;;;;;;;;;;;;;2008;20000;1;;2285.7;mieszane;nie ma;;;;;;;;max. 20%;0;1;0;0;10%;ponad 0%, nie wiêcej ni¿ 0.5% dziennie;1.19;1.34;;;;Quercus Ochrony Kapita³u;Quercus;
160;QUERCUS Rosja (Parasolowy SFIO);SFIO;;;;;;;;;;;;;2010;20000;1;codziennie;44.6;akcji;100% RTS;;;;;;;;50%;93.19;3.8;3;0;20%;ponad RTS, nie wiêcej ni¿ 1% dziennie;6.35;6.12;ozn spada do 1% przy 1 000 000;;;Quercus Rosja;Quercus;
450;QUERCUS Selektywny (Parasolowy SFIO);SFIO;;;;;;;;;;;;;2008;20000;1;codziennie;524.1;absolutnej stopy zwrotu;nie ma;;;;;;;;;52.75;2.8;3;0;20%;ponad 10%, nie wiêcej ni¿ 1% dziennie;2.89;2.88;ozn spada do 1% przy 1 000 000;;;Quercus Selektywny;Quercus;
161;QUERCUS short (Parasolowy SFIO);SFIO;;;;;;;;;;;;;2010;20000;1;codziennie;26.7;akcji;100% WIG20short;;;;;;;;max. 20%;0;3.8;4;0;;;4.06;4.05;ozn spada do 1% przy 1 000 000;;;Quercus short;Quercus;
451;QUERCUS Stabilny (Parasolowy SFIO);SFIO;;;;;;;;;;;;;2013;20000;1;codziennie;203.8;absolutnej stopy zwrotu;nie ma;;;;;;;;;48.41;2.5;3;0;10%;ponad 0%, nie wiêcej ni¿ 0.5% dziennie;3.05;3.02;ozn spada do 1% przy 1 000 000;;;QUERCUS Stabilny;Quercus;
162;QUERCUS Turcja (Parasolowy SFIO);SFIO;;;;;;;;;;;;;2008;20000;1;codziennie;50.5;akcji;100% BIST 100;;;;;;;;50%;96.71;3.3;3;0;20%;ponad ISE100, nie wiêcej ni¿ 0.5% dziennie;3.81;3.7;ozn spada do 1% przy 1 000 000;;;Quercus Turcja;Quercus;
452;Raiffeisen Aktywnego Inwestowania (Raiffeisen SFIO Parasolowy);SFIO;;;;;;;;;;;;;2014;100;100;codziennie;737.4;absolutnej stopy zwrotu;100% WIBOR 12M;+ 5 p.p.;;;;;;;;26.71;3;3;0;20%;ponad benchmark;2.1;3.13;;;;Raiffeisen Aktywnego Inwestowania;Raiffesen;
453;Raiffeisen Aktywnego Oszczêdzania (Raiffeisen SFIO Parasolowy);SFIO;;;;;;;;;;;;;2014;100;100;codziennie;115.5;pieniê¿ne;100% WIBOR 12M;+ 0.5 p.p.;;;;;;;;;1;0;0;;;1.14;1.11;;;;Raiffeisen Aktywnego Oszczêdzania;Raiffesen;
454;Raiffeisen Aktywnych Strategii D³u¿nych (Raiffeisen SFIO Parasolowy);SFIO;;;;;;;;;;;;;2014;100;100;codziennie;115.7;d³u¿ne;100% WIBOR 12M;+ 2 p.p.;;;;;;;;;1.5;0;0;20%;ponad benchmark;;2.01;;;;Raiffeisen Aktywnych Strategii D³u¿nych;Raiffesen;
